"gender","genderLooking","age","name","counts_details","counts_pictures","counts_profileVisits","counts_kisses","counts_fans","counts_g","flirtInterests_chat","flirtInterests_friends","flirtInterests_date","country","city","location","distance","isFlirtstar","isHighlighted","isInfluencer","isMobile","isNew","isOnline","isVip","lang_count","lang_fr","lang_en","lang_de","lang_it","lang_es","lang_pt","verified","shareProfileEnabled","lastOnlineDate","lastOnlineTime","birthd","crypt","freetext","whazzup","userId","pictureId","isSystemProfile","country_full","country_pop"
FALSE,"M",20,"Nicole",0.88,3,10531,360,1,0,TRUE,FALSE,FALSE,"CH","Luzern","Luzern",141,0,0,0,0,0,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,2015-04-26 10:04:56,1430042696,0,NA,NA,"Hey☺️","50a8deee0c84d37d2c000005","5415813d150ba0d05b8b4e38",NA,"Switzerland",8849850
FALSE,"M",19,"Nina",0.85,8,16458,486,15,1,TRUE,FALSE,TRUE,"CH","Niederhünigen","Konolfingen",0,0,0,0,1,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,2015-04-26 11:33:56,1430048036,0,NA,NA,"Heei ;)","50abd2c0c56da13775000018","552a69160a6ea1e18f8b4dd4",NA,"Switzerland",8849850
FALSE,"M",20,"Laure",0.85,5,264,6,0,0,FALSE,TRUE,FALSE,"CH","La Chaux-de-Fonds","La Chaux-de-Fonds",0,0,0,0,1,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2015-04-26 09:28:25,1430040505,0,NA,NA,"Si on doutait sans cesse de l'avenir, on oserait jamais être heureux. ✞ Fb: Lre Vllz 👌","50aff34a1a0ba07b1d00004e","5534e4a40b6ea1ff618b4f0d",NA,"Switzerland",8849850
FALSE,"M",25,"Besolatina",1,15,18475,1065,23,7,TRUE,TRUE,FALSE,"CH","Hirschthal","Schöftland",139,0,0,0,1,0,0,1,4,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,1,2015-04-25 21:30:49,1429997449,0,NA,NA,"<3..LaCaramelita..<3   - like a Diamond in the Sky ^^","50b0b5681a0ba0c326000067","552b6669c46da13a788b4796",NA,"Switzerland",8849850
FALSE,"M",22,"jacky",1,5,7045,316,0,1,TRUE,FALSE,TRUE,"DE","Grenzach-Wyhlen","Grenzach-Wyhlen",139,0,0,0,1,0,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,2015-04-24 20:24:47,1429907087,0,NA,NA,"Ich suche etwas ernstes, nichts für eine Nacht!","50b283771b0ba0162c00008c","54c81d650b6ea1749c8b4bf6",NA,"Germany",84482270
FALSE,"M",25,"SUNSHINE#SMILE",0.77,4,52884,1717,2,4,TRUE,TRUE,TRUE,"DE","Stuttgart","Laichingen",318,0,0,0,1,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,2015-04-06 15:59:11,1428335951,0,NA,NA,"keine ONS! Freundschaft + gesucht! was anderes gibt's hier eh net! ;)","50b48af7c76da15a65000048","54ea86211a0ba0da638b474a",NA,"Germany",84482270
FALSE,"M",22,"Diva ♥",0.92,12,37740,1016,41,2,TRUE,FALSE,TRUE,"CH","Sursee","Sursee",133,0,0,0,1,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,2015-04-26 15:02:47,1430060567,0,NA,NA,"mach niemanden zu deiner Priorität, für den du nur eine Option bist!","50ba0df8c46da1c070000084","53afe904170ba0505c8b4688",NA,"Switzerland",8849850
FALSE,"M",20,"Valentine",0.96,4,6730,297,2,1,FALSE,TRUE,FALSE,"CH","Prangins","Gland",29.9,0,0,0,1,0,1,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,2015-05-03 09:23:44,1430645024,0,NA,NA,"Snap: titine18011995 instagramme--> valentine.lehmann","50bca8837acab16d13000049","537f7e26cb6da1571c8b8024",NA,"Switzerland",8849850
FALSE,"M",20,"Regina",0.77,11,11120,216,0,1,TRUE,TRUE,FALSE,"DE","Laufenburg (Baden)","Laufenburg (Baden)",161,0,0,0,1,0,0,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,2015-04-03 19:07:41,1428088061,0,NA,NA,"baduum tssss","50bfe4fd0c84d3eb690001df","54119f6d160ba008118b503f",NA,"Germany",84482270
FALSE,"M",24,"laurencia",0.58,4,18395,328,0,0,FALSE,FALSE,TRUE,"CH","Zurich","Zürich",0,0,0,0,0,0,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,2015-04-26 10:32:36,1430044356,0,NA,NA,"Juhu Lovoo","50c0be44140ba07b3a000029","551e85620a6ea1268d8b4d54",NA,"Switzerland",8849850
FALSE,"M",24,"Jessie",0.9,6,6756,81,0,1,TRUE,FALSE,TRUE,"CH","Basel","Basel",136,0,0,0,1,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,2015-04-26 11:04:45,1430046285,0,NA,NA,"❤❤","50c442ab7acab12b2500025c","54a4506f1b0ba049278b4780",NA,"Switzerland",8849850
FALSE,"M",21,"daniela",0.88,4,10976,158,26,1,TRUE,FALSE,FALSE,"CH","Attelwil","Attelwil",135,0,0,0,1,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,2015-04-26 11:47:04,1430048824,0,NA,NA,"^^.","50c65f97c76da1170400000a","53137ba0160ba04b168b4d32",NA,"Switzerland",8849850
FALSE,"M",21,"Zsc_giirl18",1,13,2567,97,1,2,TRUE,TRUE,TRUE,"CH","Stadel bei Niederglatt","Zürich (Langstrasse)",172,0,0,0,0,0,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,2015-03-21 19:56:34,1426967794,0,NA,NA,NA,"50c78d5a7acab1456c00001a","53efddcbcb6da1de998b45fc",NA,"Switzerland",8849850
FALSE,"M",22,"EST.93",0.81,5,1309,89,0,0,TRUE,TRUE,FALSE,"CH","Luzern","Luzern",140,0,0,0,1,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,2015-04-08 15:28:46,1428506926,0,NA,NA,"U͙N͙T͙O͙U͙C͙H͙A͙B͙L͙E͙  Wale - The Bloom❤️🎧","50c7bf0f1b0ba09307000014","551c20e1066ea1d35c8b4708",NA,"Switzerland",8849850
FALSE,"M",26,"Lotte",0.35,1,1448,37,0,0,FALSE,FALSE,TRUE,"DE","Stuttgart","Stuttgart",309,0,0,0,1,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,2015-04-06 15:56:28,1428335788,0,NA,NA,NA,"50c8b1ccc56da12b4e000008","550f075a1c0ba0642e8b49df",NA,"Germany",84482270
FALSE,"M",23,"Sina",0.81,19,31448,754,31,1,FALSE,FALSE,TRUE,"CH","Schüpfen","Schüpfen",81,0,0,0,1,0,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,2015-04-25 15:54:14,1429977254,0,NA,NA,"Kei intresse a mäner unter 21 mercii suche ou nid spass","50ca3352ca61bef76e000033","53ac3bcd1a0ba0cc6d8b4d11",NA,"Switzerland",8849850
FALSE,"M",20,"Suzi",0.96,8,7979,138,4,0,TRUE,TRUE,TRUE,"DE","Hohentengen am Hochrhein","Hohentengen am Hochrhein",179,0,0,0,1,0,0,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,2015-04-25 22:03:56,1429999436,0,NA,NA,"mich gibts nur im Doppelpack ;-)","50cfc14b150ba0f5620001f7","50f72bce6f37f3d37e000058",NA,"Germany",84482270
FALSE,"M",24,"HRVATiCA",0.31,12,12629,548,0,3,TRUE,FALSE,FALSE,"DE","Köln","Köln",498,0,0,0,1,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,2015-04-06 14:56:52,1428332212,0,NA,NA,"Manchmal muss du vergessen was du willst, um dich daran zu erinnern was du verdienst! 😉✌️","50d0cd8b7acab19f190000e3","551dcef8190ba0dc0c8b4da1",NA,"Germany",84482270
FALSE,"M",19,"laura",0.62,4,48980,2358,28,4,TRUE,FALSE,TRUE,"CH","Würenlingen","Würenlingen",167,0,0,0,1,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,2015-04-26 11:04:52,1430046292,0,NA,"fear can only grow in darkness! insta: aliveforothers","insta: aliveforothers - ""moving like the speed of sound ૐ","50d5af6a1b0ba0096e000018","5525ad66140ba01c5b8b496d",NA,"Switzerland",8849850
FALSE,"M",22,"Chantal",0.81,3,54332,1196,0,2,TRUE,TRUE,FALSE,"CH","Baden","Remetschwil",162,0,0,0,1,0,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2015-04-26 10:58:12,1430045892,0,NA,NA,"..","50d89ab12d15de7c73000019","50e69181150ba0763200000e",NA,"Switzerland",8849850
FALSE,"M",20,"Young Yummy",0.85,28,33528,3679,32,10,FALSE,TRUE,FALSE,"CH","Basel","Basel",138,0,0,0,1,0,1,0,5,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,2015-04-08 15:19:24,1428506364,0,NA,NA,"Fitness💪 Tattoos👊","50da3a797acab1f041000000","55038f65c96da15c998b4a4c",NA,"Switzerland",8849850
FALSE,"M",22,"stella101",0.62,11,6495,292,0,0,TRUE,FALSE,FALSE,"CH","Berna","Berna",77,0,0,0,1,0,1,0,4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,2015-04-06 15:10:37,1428333037,0,NA,NA,"Das Gesicht eines Menschen siehst du im Licht - seinen Charakter im Dunklen","50dd6cd8150ba0415a000027","54aa8e181c0ba069108b48df",NA,"Switzerland",8849850
